start,end,days
1280,8626,2157988
354,8371,2157991
5,9113,2158025
1090,9202,2158087
463,8412,2158094
610,8376,2158103
1797,8552,2158113
7185,8358,2158115
7185,8358,2158137
7186,8619,2158180
6591,8348,2158232
4483,9064,2158236
6791,8862,2158237
7185,8358,2158243
1090,9202,2158254
972,8552,2158272
463,8412,2158313
6791,8862,2158356
1059,8852,2158359
6683,8929,2158371
1067,8986,2158373
6003,9162,2158376
463,8412,2158404
2528,8920,2158446
7094,8993,2158453
1090,9202,2158463
1090,9202,2158509
2528,8920,2158519
222,8735,2158522
7187,8957,2158574
7188,8619,2158587
95,9091,2158592
7189,8719,2158601
5468,9119,2158616
37,8779,2158637
18,8704,2158646
2350,8261,2158665
1493,8993,2158669
7189,8719,2158675
5,9113,2158681
466,8299,2158693
314,8735,2158693
960,8536,2158697
7190,8741,2158700
998,8818,2158706
222,9186,2158738
4483,9064,2158743
2012,8251,2158756
2295,8692,2158763
3149,9167,2158770
1280,8626,2158782
2295,8692,2158786
1383,9167,2158810
5,9113,2158813
3149,9167,2158816
998,8490,2158816
5,9113,2158834
1383,9167,2158834
2350,8261,2158840
7191,8884,2158843
222,8735,2158868
579,8794,2158904
7189,8719,2158909
3437,8492,2158937
6470,8251,2158944
7189,8719,2158973
3437,8492,2158995
998,9076,2159000
1280,8626,2159014
1090,9202,2159024
4483,9064,2159041
3437,8492,2159045
7192,8704,2159046
7189,8719,2159050
3437,8492,2159066
7189,8719,2159073
5,9113,2159106
7189,8719,2159107
7193,9206,2159113
37,8412,2159114
7189,8719,2159121
7189,8719,2159132
7189,8719,2159144
37,8412,2159150
222,8970,2159166
7189,8719,2159190
3149,9167,2159192
3691,8512,2159196
7189,8719,2159207
960,8536,2159248
3691,8512,2159251
5,9113,2159258
7193,9206,2159262
3437,8492,2159267
3149,9167,2159279
960,8536,2159279
5468,9119,2159280
7189,8719,2159281
1976,8372,2159284
1976,8372,2159308
6172,8765,2159330
960,8536,2159352
233,8399,2159357
7189,8719,2159364
7189,8719,2159382
4483,9064,2159387
441,8506,2159388
960,8536,2159391
229,8251,2159394
7189,8719,2159411
1976,8372,2159412
960,8536,2159415
1779,8422,2159420
3149,9167,2159422
7189,8719,2159433
1976,8372,2159458
2528,8920,2159466
3437,8492,2159486
4605,8704,2159487
233,8399,2159489
179,8363,2159519
1090,9202,2159526
4483,9064,2159531
6769,9192,2159533
143,9206,2159546
7194,8348,2159559
1090,9202,2159563
4772,8422,2159586
233,8399,2159587
37,8412,2159607
1090,9202,2159613
5841,8795,2159621
982,8412,2159625
1280,8626,2159629
3459,8920,2159634
7195,8559,2159645
466,8299,2159660
3459,8920,2159702
466,8299,2159717
964,8680,2159732
7196,8596,2159744
527,8511,2159744
1280,8626,2159747
5841,8795,2159751
4605,8704,2159760
143,9206,2159780
3437,8492,2159790
7037,8247,2159791
1280,8626,2159800
964,8680,2159802
466,8299,2159829
6867,9186,2159831
1280,8626,2159833
2182,8242,2159850
3459,8920,2159859
143,9206,2159865
513,9208,2159905
3721,8599,2159906
7128,8412,2159907
3149,9167,2159912
1744,8610,2159918
6769,9192,2159928
656,8563,2159940
773,8848,2159964
463,8412,2159976
37,8412,2160064
3691,8470,2160103
143,9206,2160126
183,8367,2160150
3691,8470,2160162
582,8412,2160171
1280,8626,2160196
3691,8512,2160216
206,9205,2160254
7079,8228,2160266
2253,8412,2160277
463,8412,2160283
3149,9167,2160291
233,8399,2160301
656,8585,2160309
1090,9202,2160318
656,8585,2160331
2528,8920,2160338
3691,8470,2160342
37,8412,2160347
206,9205,2160360
6769,9192,2160360
2253,8412,2160375
3149,9167,2160388
2253,8412,2160436
1280,8626,2160445
1090,9202,2160473
7079,8228,2160477
656,8585,2160484
5481,8850,2160518
656,8585,2160529
2528,8920,2160559
7197,8719,2160612
6769,9192,2160666
2528,8920,2160710
206,9205,2160714
7198,8575,2160715
579,8794,2160716
7198,8575,2160735
2528,8920,2160738
7199,8291,2160743
7198,8575,2160760
5481,8850,2160808
513,9208,2160810
2528,8920,2160820
7198,8575,2160835
1280,8626,2160837
2528,8920,2160848
466,8299,2160857
4975,8305,2160870
1090,9202,2160872
6867,9186,2160874
513,9208,2160879
6769,9192,2160881
463,8412,2160915
513,9208,2160924
513,9208,2160946
500,9150,2160973
773,8848,2161013
7182,8684,2161023
7196,8596,2161041
1090,9202,2161048
513,9208,2161078
1953,8492,2161120
513,9208,2161126
579,8794,2161130
1280,8626,2161158
4911,9206,2161166
2528,8920,2161201
1953,8492,2161206
1090,9202,2161207
1090,9202,2161218
7103,8787,2161220
7196,8596,2161222
1090,9202,2161227
2528,8920,2161240
206,9205,2161254
477,8842,2161265
312,8741,2161277
2528,8920,2161278
4911,9206,2161288
477,8842,2161294
7182,8684,2161303
2770,8447,2161323
1953,8492,2161325
3709,9200,2161326
5468,9119,2161336
1090,9202,2161347
960,8536,2161368
26,9167,2161374
3709,9200,2161384
3709,9200,2161409
466,8299,2161419
3330,8956,2161423
26,9167,2161424
3709,9200,2161451
206,9205,2161453
4911,9206,2161453
178,8362,2161467
1090,9202,2161475
466,8299,2161479
3709,9200,2161480
5397,8684,2161487
3149,9167,2161515
579,8794,2161548
26,9167,2161566
3709,9200,2161573
3149,9167,2161582
466,8299,2161588
2366,8261,2161590
1088,9193,2161593
1953,8492,2161611
26,9167,2161614
579,8794,2161616
482,8345,2161621
3709,9200,2161658
482,8345,2161658
3330,8956,2161663
495,8986,2161673
4911,9206,2161679
206,9205,2161702
3709,9200,2161704
2220,8527,2161729
952,8640,2161740
952,8529,2161749
2528,8920,2161756
7200,8261,2161795
2528,8920,2161809
3330,8956,2161809
3709,9200,2161824
7201,8512,2161857
26,9167,2161866
466,8299,2161878
1138,9096,2161879
3709,9200,2161882
466,8299,2161912
26,9167,2161921
7202,8734,2161922
7201,8512,2161928
3709,9200,2161944
3330,8956,2161947
466,8299,2161963
1090,9202,2161966
3709,9200,2161967
2528,8920,2161983
26,9167,2161987
69,8741,2162004
466,8299,2162019
3709,9200,2162023
2528,8920,2162043
222,9186,2162066
1907,8527,2162069
3709,9200,2162099
466,8299,2162116
1090,9202,2162130
2528,8920,2162133
1090,9202,2162145
6094,8742,2162148
1090,9202,2162175
3709,9200,2162182
3330,8956,2162195
646,8391,2162201
2553,9167,2162205
672,8604,2162209
466,8299,2162219
3709,9200,2162222
466,8299,2162242
3709,9200,2162249
26,9167,2162256
2553,9167,2162262
7202,8734,2162276
3330,8956,2162284
3709,9200,2162312
3709,9200,2162358
579,8794,2162358
26,9167,2162383
7203,8518,2162403
7201,8512,2162408
26,9167,2162431
312,8741,2162445
3709,9200,2162466
3709,9200,2162487
5623,9072,2162496
7201,8512,2162606
206,9205,2162631
3709,9200,2162674
7201,8512,2162675
3149,9167,2162704
7201,8512,2162743
3709,9200,2162750
964,8714,2162765
206,9205,2162781
2552,8520,2162786
206,9205,2162797
206,9205,2162817
3709,9200,2162822
2826,8685,2162822
206,9205,2162828
118,8327,2162835
5468,9119,2162838
3149,9167,2162854
1090,9202,2162854
118,8327,2162890
206,9205,2162891
3709,9200,2162910
2366,9021,2162954
466,8299,2162975
3709,9200,2162984
466,8299,2162992
466,8299,2163029
3709,9200,2163050
146,8296,2163080
3709,9200,2163105
26,9167,2163111
1140,8705,2163113
2366,9021,2163117
1140,8939,2163147
7116,8468,2163148
1140,8939,2163162
3361,8735,2163162
26,9167,2163192
74,8368,2163193
3195,8283,2163203
3709,9200,2163209
1006,8662,2163213
26,9167,2163213
69,8953,2163226
206,9205,2163237
3130,8355,2163244
3361,8723,2163244
536,8575,2163246
3709,9200,2163252
2295,8692,2163255
2528,8920,2163265
206,9205,2163277
7204,8492,2163293
466,8299,2163293
143,9169,2163307
3130,8445,2163319
1066,8705,2163321
3361,9169,2163336
466,8299,2163345
2295,8692,2163393
579,8794,2163408
7205,8976,2163408
206,9205,2163422
2295,8692,2163426
206,9205,2163437
1140,8946,2163448
5164,8593,2163461
1140,8946,2163465
232,8286,2163489
2528,8920,2163533
3709,9200,2163546
3149,9167,2163549
1953,8492,2163564
3709,9200,2163578
206,9205,2163580
1921,8593,2163591
2457,8516,2163603
1953,8492,2163611
466,8299,2163625
206,9205,2163640
2528,8920,2163643
1953,8492,2163669
1953,8492,2163689
7206,8802,2163710
1953,8492,2163710
466,8299,2163722
1953,8492,2163731
2519,8435,2163739
466,8299,2163765
579,8794,2163778
1183,9173,2163781
143,9169,2163805
466,8299,2163820
7103,8787,2163822
1183,9173,2163858
1871,8845,2163864
718,8686,2163870
26,9167,2163873
466,8299,2163897
1953,8492,2163906
206,9205,2163913
3130,8283,2163929
347,9199,2163945
206,9205,2163953
2528,8920,2163991
206,9205,2163992
206,9205,2164030
7207,9199,2164048
206,9205,2164058
118,8327,2164069
765,8912,2164077
6647,8348,2164093
1985,8839,2164115
6647,8348,2164126
765,8912,2164133
466,8299,2164135
1067,8470,2164139
7208,8348,2164144
124,8332,2164146
347,9199,2164163
6647,8348,2164169
466,8299,2164183
1183,9173,2164255
18,8976,2164280
1183,9174,2164284
1183,9173,2164313
7207,9199,2164316
1067,8512,2164319
1183,9173,2164331
1953,8492,2164335
5587,9206,2164345
7207,9199,2164356
3614,8252,2164369
1183,9173,2164372
7209,9167,2164380
206,9205,2164388
7210,8347,2164403
2528,8920,2164408
347,9199,2164425
1183,9173,2164458
143,9169,2164484
2579,9166,2164485
143,9169,2164513
7207,9199,2164527
466,8299,2164564
206,9205,2164588
347,9199,2164604
7211,8610,2164608
466,8299,2164640
7212,9199,2164653
206,9205,2164672
1183,9173,2164685
500,8735,2164685
1921,8575,2164699
2528,8920,2164708
1105,8378,2164717
347,9199,2164721
7213,8603,2164738
18,8603,2164753
347,9199,2164757
466,8299,2164764
7214,9199,2164788
1921,8719,2164789
7207,9199,2164796
2528,8920,2164802
5397,8719,2164818
7212,9199,2164825
347,9199,2164848
5397,8719,2164855
7215,9209,2164888
143,9169,2164902
5941,8987,2164906
7216,9169,2164909
2535,8434,2164954
143,9169,2164959
2217,8468,2164972
7213,8603,2164975
3750,9023,2165001
1198,8559,2165006
2217,8468,2165013
7213,8603,2165017
69,8794,2165025
7216,9169,2165027
5625,8700,2165032
5625,8700,2165053
2217,8468,2165071
347,9199,2165079
7217,8895,2165084
347,9199,2165092
5625,8700,2165097
1185,8953,2165111
5625,8700,2165120
347,9199,2165141
2528,8920,2165142
118,8327,2165146
1921,8719,2165170
1182,8712,2165180
2528,8920,2165184
118,8327,2165201
67,9173,2165216
5625,8700,2165217
2528,8920,2165241
466,8299,2165247
1953,8492,2165257
3149,9167,2165263
144,8603,2165273
466,8299,2165282
2535,8434,2165283
1953,8492,2165294
2558,8925,2165297
466,8299,2165298
536,8719,2165303
1203,8946,2165315
1953,8492,2165322
347,9199,2165340
466,8299,2165342
7214,9199,2165349
7218,9152,2165356
765,8912,2165362
2528,8920,2165367
7103,8787,2165415
2558,8925,2165420
206,9205,2165428
347,9199,2165429
347,9199,2165498
347,9199,2165513
3149,9167,2165518
5092,8511,2165523
347,9199,2165536
7103,8787,2165551
2528,8920,2165557
143,9169,2165580
2558,8925,2165589
225,8394,2165603
466,8299,2165608
1182,8712,2165612
143,9169,2165622
2137,9009,2165627
1182,8712,2165635
403,8779,2165697
225,8394,2165703
2956,8593,2165774
466,8299,2165778
3061,8636,2165783
1203,8705,2165783
225,8394,2165799
1182,8712,2165814
1182,8712,2165828
1203,8939,2165837
2528,8920,2165844
347,9199,2165850
6471,8419,2165851
2558,8925,2165865
1182,8712,2165873
1182,8712,2165883
347,9199,2165890
347,9199,2165910
1871,8845,2165918
1203,8939,2165935
958,8493,2165936
1140,8939,2165948
1140,8939,2165972
6791,8862,2165974
7207,9199,2165979
5300,9110,2166007
1203,8939,2166012
1140,8705,2166021
2535,8434,2166026
1067,8986,2166029
466,8299,2166041
1140,8509,2166058
2827,8700,2166060
3709,9200,2166064
7207,9199,2166067
466,8299,2166073
6791,8862,2166075
96,8294,2166081
2558,8925,2166087
347,9199,2166096
3709,9200,2166113
1917,8976,2166115
347,9199,2166115
2558,8925,2166116
7207,9199,2166124
1985,8839,2166127
466,8299,2166131
2558,8925,2166135
1563,8575,2166138
3709,9200,2166144
2558,8925,2166169
3709,9200,2166177
357,8359,2166190
41,9146,2166196
1067,8616,2166203
51,8300,2166217
347,9199,2166220
3709,9200,2166236
1569,8793,2166247
4086,8236,2166251
3709,9200,2166282
2558,8925,2166290
5300,9110,2166296
4409,8686,2166301
347,9199,2166315
347,9199,2166325
1917,8976,2166338
1182,8712,2166342
5649,9132,2166349
7214,9199,2166352
1667,8368,2166368
958,8493,2166373
1569,8793,2166402
7177,8707,2166414
3709,9200,2166417
7215,9209,2166424
1667,8368,2166449
1667,8368,2166483
118,8327,2166498
958,8493,2166517
5649,9132,2166518
2528,8920,2166519
3709,9200,2166532
1182,8712,2166537
2528,8920,2166545
347,9199,2166554
347,9199,2166568
1182,8712,2166574
347,9199,2166584
2528,8920,2166595
5649,9132,2166600
67,9174,2166641
3709,9200,2166642
859,8496,2166649
51,8300,2166659
67,9173,2166676
5649,9132,2166678
2528,8920,2166684
4409,8686,2166686
684,8265,2166701
5649,9132,2166707
7182,8261,2166710
1182,8712,2166733
1917,8976,2166757
1182,8712,2166758
3709,9200,2166764
466,8299,2166786
5649,9132,2166791
1917,8976,2166795
2528,8920,2166802
1539,8802,2166810
1066,8705,2166818
3709,9200,2166833
1985,8839,2166848
5554,9093,2166865
466,8299,2166890
347,9199,2166891
3709,9200,2166899
347,9199,2166912
3702,8377,2166950
958,8493,2166964
155,9125,2166968
118,8327,2166975
859,8496,2167002
1917,8976,2167024
8,8228,2167032
6627,8721,2167042
1569,8793,2167061
5554,9093,2167108
347,9199,2167145
782,8618,2167159
118,8327,2167177
347,9199,2167179
7219,8802,2167182
782,8618,2167206
6627,8721,2167214
2474,8412,2167223
1693,8233,2167228
5649,9132,2167260
416,8498,2167279
5649,9132,2167283
2526,8675,2167291
2535,8434,2167293
2560,9169,2167308
5649,9132,2167314
347,9199,2167317
3149,9167,2167324
347,9199,2167335
5649,9132,2167354
416,8498,2167404
1140,8946,2167429
3763,9026,2167436
859,8496,2167445
1140,8946,2167448
1569,8793,2167465
1140,8946,2167465
1985,8839,2167481
1140,8509,2167490
2137,8878,2167500
7220,8586,2167529
1110,8357,2167535
3763,9026,2167552
1569,8793,2167597
416,8498,2167634
558,8575,2167658
3411,8577,2167659
6471,8802,2167666
7221,9199,2167676
7222,8516,2167676
347,9199,2167679
2535,8434,2167680
3709,9200,2167681
2579,9166,2167681
347,9199,2167691
1569,8793,2167699
431,8372,2167714
2528,8920,2167716
7215,9209,2167717
416,8498,2167720
2526,8675,2167723
2865,8610,2167726
3709,9200,2167728
5300,9110,2167732
7207,9199,2167734
5649,9132,2167750
1985,8839,2167756
1412,8837,2167757
347,9199,2167779
1412,8837,2167790
1953,8492,2167791
7214,9199,2167798
1953,8492,2167800
392,8288,2167802
1412,8837,2167815
3709,9200,2167820
3360,8603,2167829
2528,8920,2167835
7207,9199,2167839
3709,9200,2167846
5649,9132,2167850
7215,9209,2167867
416,8497,2167888
3709,9200,2167895
347,9199,2167902
3709,9200,2167917
347,9199,2167924
1953,8492,2167934
3709,9200,2167941
3709,9200,2167965
5649,9132,2167972
3709,9200,2167988
416,8497,2167996
347,9199,2167997
347,9199,2168008
7215,9209,2168012
1569,8793,2168042
1486,8777,2168042
2865,8610,2168049
3763,9026,2168057
3709,9200,2168067
7215,9209,2168068
1110,8591,2168091
118,8327,2168101
175,8252,2168154
347,9199,2168156
347,9199,2168167
416,8497,2168189
3763,9026,2168232
3709,9200,2168242
5649,9132,2168269
3709,9200,2168279
1006,8662,2168288
1917,8976,2168289
6471,8813,2168292
2253,8412,2168292
859,8496,2168295
2782,8305,2168300
146,8613,2168304
3709,9200,2168305
3709,9200,2168325
416,8498,2168325
2782,8305,2168336
69,9093,2168341
416,8498,2168347
146,8613,2168348
2253,8412,2168369
5649,9132,2168377
1006,8662,2168382
7223,9093,2168390
3709,9200,2168415
7215,9209,2168433
1140,8939,2168435
3709,9200,2168438
5649,9132,2168444
1006,8662,2168449
1140,8939,2168452
7103,8787,2168455
2357,8549,2168460
1140,8939,2168473
2528,8920,2168486
765,8837,2168496
1006,8662,2168498
1140,8509,2168500
347,9199,2168502
7215,9209,2168509
926,8392,2168524
7215,9209,2168527
859,8496,2168532
558,8571,2168535
347,9199,2168537
347,9199,2168545
7215,9209,2168548
6753,9098,2168550
1102,8759,2168553
7224,8802,2168567
1917,8976,2168572
347,9199,2168575
431,8837,2168592
1102,8759,2168593
7215,9209,2168608
7225,8527,2168645
5649,9132,2168648
3763,9026,2168655
851,8643,2168662
466,8299,2168667
3709,9200,2168670
5649,9132,2168674
765,8837,2168683
416,8497,2168689
3709,9200,2168690
347,9199,2168694
3709,9200,2168707
416,8498,2168723
773,8527,2168725
347,9199,2168729
3612,8593,2168729
824,8509,2168733
718,8686,2168737
4636,8246,2168737
347,9199,2168739
347,9199,2168757
466,8299,2168762
347,9199,2168773
3709,9200,2168774
3763,9026,2168774
347,9199,2168796
3763,9026,2168848
466,8299,2168869
343,8571,2168873
7226,9169,2168874
5649,9132,2168880
1102,8759,2168897
5649,9132,2168910
466,8299,2168917
3709,9200,2168924
143,9169,2168936
7207,9199,2168941
431,8837,2168966
1102,8759,2168977
5649,9132,2169001
347,9199,2169002
347,9199,2169012
476,8419,2169014
3709,9200,2169041
5649,9132,2169050
1917,8976,2169050
2782,8305,2169065
1479,8774,2169072
476,8419,2169082
7103,8787,2169096
118,8327,2169097
347,9199,2169100
7226,9169,2169103
206,8404,2169109
3709,9200,2169114
7103,8787,2169124
1917,8976,2169134
431,8305,2169139
466,8299,2169144
7227,8802,2169175
7103,8787,2169190
2516,9167,2169212
1102,8759,2169218
2559,8256,2169219
225,8394,2169238
1403,8252,2169240
939,9052,2169259
18,8628,2169265
3709,9200,2169273
347,9199,2169276
347,9199,2169290
926,8392,2169302
347,9199,2169332
2559,8256,2169349
64,8372,2169365
2931,9169,2169376
1102,8759,2169432
949,8674,2169437
2927,8475,2169468
851,8643,2169469
221,8705,2169486
347,9199,2169520
221,8705,2169523
637,8577,2169526
1475,8409,2169528
347,9199,2169531
4086,8609,2169555
1102,8759,2169559
416,8497,2169564
1006,8662,2169576
416,8497,2169593
416,8496,2169604
1006,8662,2169606
1998,8858,2169634
1917,8976,2169644
221,8705,2169667
660,9055,2169677
7207,9199,2169683
4086,9181,2169720
6465,9164,2169720
1203,8946,2169758
1006,8662,2169777
2927,8475,2169785
1203,8946,2169794
3709,9200,2169822
3709,9200,2169850
51,8300,2169860
221,8350,2169879
347,9199,2169950
679,8699,2169956
347,9199,2169970
3709,9200,2169991
2934,8277,2170001
7228,8484,2170011
548,9164,2170012
676,8412,2170026
7228,8484,2170045
1403,8252,2170050
3709,9200,2170054
221,8350,2170082
3709,9200,2170101
1006,8662,2170104
1067,8419,2170187
1006,8662,2170203
1998,8858,2170206
347,9199,2170221
347,9199,2170230
851,8643,2170258
676,8412,2170266
7229,9070,2170300
1203,8939,2170305
1500,8776,2170357
753,8454,2170397
1006,8662,2170430
753,8454,2170462
347,9199,2170476
347,9199,2170487
6867,9186,2170542
1353,8617,2170563
7230,9169,2170567
1998,8858,2170584
7103,8787,2170585
1353,8617,2170644
1102,8759,2170653
3709,9200,2170660
143,9169,2170692
221,8350,2170710
7103,8787,2170713
407,8492,2170764
1569,8793,2170774
4086,8471,2170820
347,9199,2170836
7103,8787,2170848
347,9199,2170863
347,9199,2170873
1569,8793,2170879
347,9199,2170888
2931,9169,2170899
347,9199,2170912
7157,8953,2170917
558,8566,2170925
698,8236,2170945
1569,8793,2170961
6829,8503,2170962
1953,8492,2170963
3709,9200,2171019
3709,9200,2171046
347,9199,2171051
347,9199,2171064
7207,9199,2171072
347,9199,2171103
347,9199,2171123
7157,8953,2171191
221,8392,2171226
347,9199,2171236
1535,8339,2171244
221,8392,2171257
347,9199,2171261
225,8394,2171265
851,8643,2171266
79,8329,2171275
347,9199,2171277
4086,9184,2171334
225,8394,2171335
79,8329,2171336
7157,8953,2171340
3709,9200,2171343
97,8349,2171365
222,8264,2171391
4086,8860,2171420
3709,9200,2171432
7157,8953,2171485
222,8264,2171534
3709,9200,2171568
7231,8755,2171607
994,8489,2171615
347,9199,2171643
367,8473,2171647
347,9199,2171654
7157,8953,2171655
4086,8239,2171658
1953,8492,2171711
5736,9203,2171725
222,8264,2171743
4529,8888,2171745
1953,8492,2171785
1364,8468,2171788
347,9199,2171795
1953,8492,2171804
347,9199,2171876
367,8473,2171882
347,9199,2171894
221,8392,2171949
6753,9098,2171977
7232,9173,2171992
7157,8953,2172007
221,8392,2172015
5736,9203,2172024
3709,9200,2172025
3361,9169,2172036
222,9186,2172036
7114,8613,2172055
347,9199,2172092
347,9199,2172103
466,8867,2172108
3709,9200,2172114
347,9199,2172115
7233,9206,2172124
6753,9098,2172172
347,9199,2172173
5655,9126,2172177
384,8247,2172200
851,8643,2172210
466,8563,2172232
3709,9200,2172249
7157,8953,2172279
6753,9098,2172294
384,9154,2172298
5800,8653,2172302
3709,9200,2172309
851,8643,2172328
6490,9206,2172341
3709,9200,2172363
851,8643,2172367
3709,9200,2172389
5551,8705,2172390
347,9199,2172400
347,9199,2172411
1140,8939,2172434
1203,8939,2172442
3709,9200,2172449
5963,9158,2172464
7157,8953,2172467
851,8643,2172467
3709,9200,2172485
4822,8262,2172506
851,8643,2172516
105,8999,2172521
5963,9158,2172531
1006,8662,2172556
5038,9167,2172596
1006,8662,2172605
4086,8992,2172614
1006,8662,2172639
347,9199,2172666
347,9199,2172677
6753,9098,2172689
851,8643,2172700
1921,8575,2172727
2137,9009,2172737
1006,8662,2172743
824,8509,2172743
851,8643,2172748
1006,8662,2172756
1203,8705,2172758
7157,8953,2172765
249,8653,2172777
6791,8862,2172783
6450,8251,2172784
1203,8636,2172791
69,8447,2172806
6791,8862,2172813
824,8509,2172834
367,8473,2172835
4187,8991,2172844
1203,8946,2172862
1006,8662,2172880
7157,8953,2172926
851,8643,2172928
1006,8662,2172931
7234,8735,2172938
1102,8759,2172960
367,8473,2172964
3709,9200,2172972
851,8643,2172979
347,9199,2172986
347,9199,2173015
347,9199,2173024
1006,8662,2173038
7212,9199,2173044
746,8953,2173052
535,8412,2173056
6791,8862,2173062
367,8473,2173077
477,8704,2173085
1006,8662,2173117
228,8850,2173133
5800,8653,2173147
1180,8382,2173147
1180,8382,2173160
67,9173,2173173
4086,8412,2173182
347,9199,2173191
347,9199,2173202
535,8412,2173210
249,8653,2173235
6791,8862,2173259
3763,9026,2173277
6279,8510,2173291
1344,8592,2173299
7235,8685,2173309
67,9174,2173315
450,8815,2173318
1535,8339,2173319
746,8953,2173323
1102,8759,2173335
67,9174,2173346
5800,8653,2173350
1006,8662,2173376
67,9174,2173392
6279,8510,2173397
18,8686,2173401
1344,8592,2173410
347,9199,2173415
450,8815,2173419
347,9199,2173426
6753,9098,2173438
3709,9200,2173446
6791,8862,2173449
3709,9200,2173471
851,8643,2173509
6791,8862,2173540
1006,8662,2173543
6753,9098,2173572
1344,9093,2173574
18,8802,2173609
3411,8577,2173614
6753,9098,2173658
2535,8434,2173726
367,8473,2173742
450,8815,2173753
3709,9200,2173755
784,8575,2173767
1102,8759,2173772
3709,9200,2173775
191,8296,2173776
347,9199,2173808
1102,8759,2173813
1953,8492,2173818
851,8643,2173824
347,9199,2173839
3709,9200,2173841
1953,8492,2173863
2535,8434,2173880
851,8643,2173886
540,9203,2173907
347,9199,2173917
6791,8862,2173918
126,8918,2173938
6791,8862,2173956
7236,9199,2173965
1174,9199,2173998
1067,8678,2174034
347,9199,2174041
1067,8678,2174043
4610,9063,2174046
347,9199,2174051
7103,8787,2174054
895,8662,2174094
1102,8759,2174102
7103,8787,2174123
87,8289,2174130
6791,8862,2174131
6867,9186,2174132
347,9199,2174151
7103,8787,2174204
6791,8862,2174204
143,9169,2174211
367,8473,2174227
143,9169,2174238
1067,8678,2174248
4610,9063,2174264
6791,8862,2174278
483,8957,2174293
7237,8481,2174293
347,9199,2174307
7103,8787,2174315
347,9199,2174318
6867,9186,2174334
1871,8845,2174368
347,9199,2174369
1102,8759,2174379
1140,8939,2174407
7238,9199,2174419
143,9169,2174420
1140,8939,2174422
1006,8662,2174442
6791,8862,2174446
1140,8939,2174474
1140,8939,2174490
1140,8939,2174505
347,9199,2174506
347,9199,2174516
367,8473,2174520
347,9199,2174528
6791,8862,2174546
2535,8434,2174562
6791,8862,2174563
1102,8759,2174634
2457,8516,2174664
67,9173,2174688
2944,8653,2174724
6791,8862,2174736
6074,9165,2174780
347,9199,2174791
1067,8678,2174797
347,9199,2174810
1067,8678,2174820
6791,8862,2174839
1344,9093,2174839
1067,8678,2174865
510,8378,2174868
7136,8593,2174878
7103,8787,2174940
6809,8719,2174963
7103,8787,2174975
371,8818,2174989
7103,8787,2175028
558,8719,2175032
7103,8787,2175043
7239,8493,2175082
895,8662,2175083
1203,8946,2175094
1140,8946,2175130
2137,8878,2175134
46,9142,2175136
536,8719,2175140
1067,8678,2175142
1569,8793,2175142
383,8481,2175149
1921,8719,2175150
347,9199,2175158
1140,8509,2175163
7103,8787,2175164
1067,8678,2175166
854,9206,2175167
383,8481,2175175
347,9199,2175177
1921,8719,2175181
1140,8509,2175218
1183,9174,2175220
1402,8251,2175222
536,8719,2175224
1006,8662,2175236
1067,8678,2175304
895,8662,2175318
696,8850,2175325
371,8818,2175331
1364,8468,2175345
7103,8787,2175348
696,8850,2175356
7103,8787,2175365
1183,9174,2175368
824,8509,2175369
1067,8678,2175379
824,8509,2175397
7240,9203,2175401
1105,8378,2175419
1569,8793,2175430
347,9199,2175432
371,8490,2175436
347,9199,2175442
371,8490,2175448
1006,8662,2175526
7103,8787,2175532
4846,8965,2175537
3468,8510,2175550
105,8999,2175562
2142,8556,2175565
1917,8976,2175587
3133,8951,2175599
3614,8252,2175608
1102,8759,2175612
6615,8645,2175637
895,8662,2175641
7103,8787,2175641
7157,8953,2175649
3468,8510,2175668
4086,8997,2175716
1067,8678,2175729
3133,8951,2175745
2518,8468,2175754
536,8719,2175797
347,9199,2175809
347,9199,2175820
1917,8976,2175838
1102,8759,2175920
491,8477,2175938
3468,8510,2176004
536,8719,2176014
347,9199,2176021
388,8247,2176029
347,9199,2176033
1067,8678,2176052
7241,8975,2176179
18,8975,2176183
1067,8678,2176196
7242,8799,2176222
3558,8630,2176256
536,8719,2176272
347,9199,2176312
6101,8896,2176321
347,9199,2176330
6101,8896,2176351
7243,8877,2176353
1183,9174,2176367
2322,9179,2176382
536,8719,2176438
6101,8896,2176444
2966,9169,2176453
64,8468,2176462
1871,8845,2176480
6101,8896,2176502
6101,8896,2176572
6915,8348,2176594
6101,8896,2176637
6101,8896,2176677
347,9199,2176696
1067,8512,2176699
347,9199,2176707
1067,8986,2176717
6101,8896,2176719
1871,8845,2176728
7244,9063,2176745
347,9199,2176760
4610,9063,2176834
347,9199,2176843
1913,8741,2176869
1088,9193,2176907
450,8815,2176915
347,9199,2176956
7103,8787,2176961
347,9199,2176967
2966,9169,2176974
7245,8412,2177000
536,8719,2177087
1917,8976,2177147
225,8394,2177162
4053,8719,2177174
1043,9171,2177216
450,8815,2177218
1067,8317,2177219
347,9199,2177222
347,9199,2177234
1088,9193,2177238
1569,8793,2177240
347,9199,2177304
579,8794,2177305
7207,9199,2177314
558,8867,2177462
558,8867,2177481
1569,8793,2177493
558,8867,2177516
347,9199,2177519
347,9199,2177530
1072,8372,2177552
1569,8793,2177556
1088,9193,2177580
5550,9126,2177608
6791,8862,2177646
118,8327,2177659
3566,8941,2177676
6101,8896,2177694
824,8939,2177703
7103,8787,2177709
1088,9193,2177712
118,8327,2177721
