,start,end,days
21218,658,57,78
21219,57,573,84
21220,57,62,78
21221,57,658,78
21222,413,1229,104
21223,94,1229,95
21224,577,1229,102
21225,990,1229,102
21226,1229,413,104
21227,1229,577,102
21228,1229,94,95
21229,2388,2386,108
21230,2387,2386,107
21231,2386,2388,108
21232,2386,2387,107
21233,2816,1273,111
21234,2879,1273,115
21235,2880,1273,112
21236,1273,2879,115
21237,1273,2880,112
21238,1273,2816,112
21239,980,1007,139
21240,471,1406,138
21241,1402,1406,177
21242,662,1406,144
21243,1261,1406,144
21244,1541,1406,139
21245,1406,471,146
21246,1406,1409,165
21247,1406,3521,145
21248,1406,1541,139
21249,1406,1941,134
21250,2881,1416,187
21251,1398,1416,163
21252,1422,1416,189
21253,1416,2881,185
21254,1416,3465,180
21255,1416,1398,164
21256,2882,1066,19
21257,1066,2882,19
21258,2720,773,19
21259,2650,773,48
21260,773,3700,33
21261,773,2720,19
21262,1871,2276,20
21263,826,2276,19
21264,2276,1453,21
21265,2276,826,21
21266,2276,1871,21
21267,822,552,23
21268,2883,552,22
21269,1857,552,21
21270,2530,552,19
21271,552,822,23
21272,552,2883,22
21273,552,1857,21
21274,552,2530,19
21275,1564,1649,21
21276,132,1649,37
21277,2594,1649,21
21278,1443,1649,17
21279,2201,1649,3
21280,1649,1564,21
21281,1649,132,37
21282,1649,2594,21
21283,1649,1443,17
21284,1649,2201,3
21285,2650,998,50
21286,998,2650,48
21287,1719,390,18
21288,835,390,18
21289,774,390,23
21290,2139,390,26
21291,2884,390,21
21292,1786,390,18
21293,799,390,18
21294,979,390,72
21295,390,1719,18
21296,390,835,18
21297,390,774,23
21298,390,2139,26
21299,390,2884,21
21300,390,2171,19
21301,390,1786,18
21302,390,799,18
21303,532,534,21
21304,799,534,19
21305,534,532,21
21306,534,799,19
21307,534,2171,19
21308,2885,617,88
21309,948,617,67
21310,985,617,65
21311,2886,617,22
21312,2887,617,21
21313,617,2886,23
21314,617,2885,88
21315,617,948,67
21316,617,985,65
21317,617,2887,21
21318,746,3701,22
21319,2105,2118,22
21320,1902,2118,20
21321,2699,2118,20
21322,2118,2105,22
21323,2118,1902,20
21324,2118,2699,20
21325,476,1117,48
21326,1384,1117,43
21327,2888,1117,21
21328,2889,1117,21
21329,1117,3545,48
21330,1117,476,48
21331,1117,1384,47
21332,1117,2888,21
21333,1117,2889,21
21334,2594,1693,22
21335,2890,1693,22
21336,2891,1693,23
21337,2700,1693,22
21338,2602,1693,22
21339,1693,2890,22
21340,1693,2891,23
21341,1693,2700,22
21342,1693,2602,22
21343,1693,2594,22
21344,2892,1813,23
21345,2166,1813,22
21346,1813,2892,23
21347,2893,1501,40
21348,349,1501,40
21349,1529,1501,31
21350,979,1501,86
21351,1501,2893,40
21352,1501,1124,40
21353,1501,1529,31
21354,1368,1652,61
21355,1652,132,67
21356,2894,1368,51
21357,2394,1368,49
21358,911,1368,100
21359,1368,2394,53
21360,1368,2894,51
21361,2078,32,58
21362,1519,32,64
21363,337,32,58
21364,2895,32,53
21365,997,32,51
21366,32,2078,58
21367,32,1519,64
21368,32,337,58
21369,32,2895,53
21370,32,997,51
21371,2896,2312,64
21372,2312,2896,64
21373,570,958,79
21374,728,958,80
21375,1844,958,66
21376,979,958,61
21377,500,958,59
21378,958,728,80
21379,958,1844,66
21380,958,979,61
21381,958,500,59
21382,1022,3702,82
21383,2897,573,89
21384,2898,573,89
21385,573,2898,89
21386,573,2897,89
21387,873,932,135
21388,865,932,146
21389,932,873,135
21390,932,3703,152
21391,932,865,146
21392,932,2848,136
21393,2899,2901,111
21394,2900,2901,111
21395,2901,2900,111
21396,2901,2899,111
21397,873,885,139
21398,1263,885,134
21399,885,873,139
21400,885,1263,134
21401,1679,60,23
21402,2465,60,62
21403,2902,60,88
21404,277,60,62
21405,2693,60,21
21406,1269,60,20
21407,2903,60,20
21408,1842,60,18
21409,60,1679,23
21410,60,2902,87
21411,60,2465,62
21412,60,277,62
21413,60,2693,21
21414,60,1269,20
21415,60,2903,20
21416,60,1842,18
21417,663,1274,114
21418,2904,1274,80
21419,1274,663,114
21420,1274,2904,80
21421,2905,772,19
21422,848,772,12
21423,2028,772,18
21424,549,772,12
21425,2906,772,11
21426,772,848,12
21427,772,2905,19
21428,772,2028,18
21429,772,549,12
21430,772,2906,11
21431,1782,854,21
21432,2672,854,22
21433,854,3704,23
21434,854,2672,22
21435,854,1782,20
21436,2907,1871,19
21437,1871,2907,19
21438,1847,393,19
21439,2908,393,18
21440,2909,393,17
21441,393,1847,19
21442,393,3705,49
21443,393,2908,18
21444,393,2909,17
21445,393,749,19
21446,1847,835,19
21447,794,835,18
21448,768,835,18
21449,1469,835,18
21450,835,1847,19
21451,835,794,18
21452,835,768,18
21453,835,1469,18
21454,781,794,21
21455,2265,794,20
21456,2699,794,19
21457,2910,794,22
21458,1686,794,20
21459,2478,794,19
21460,791,794,19
21461,2911,794,19
21462,1842,794,18
21463,1786,794,18
21464,1469,794,18
21465,979,794,72
21466,794,2699,19
21467,794,2910,22
21468,794,3706,22
21469,794,2265,20
21470,794,1686,20
21471,794,2478,19
21472,794,791,19
21473,794,2911,18
21474,794,1842,18
21475,794,1786,18
21476,794,1469,18
21477,794,781,22
21478,834,1468,18
21479,1468,834,18
21480,1666,791,21
21481,1908,791,21
21482,2356,1589,20
21483,2912,1589,20
21484,1115,1589,21
21485,1589,2356,20
21486,1589,2912,21
21487,1589,1115,21
21488,1841,1747,22
21489,2913,1747,22
21490,555,1747,21
21491,2343,1747,21
21492,1747,1841,22
21493,1747,2913,22
21494,1747,555,21
21495,1747,2343,21
21496,2914,2400,22
21497,2864,2400,23
21498,2647,2400,22
21499,2915,2400,22
21500,2916,2400,22
21501,1259,2400,25
21502,1569,2400,23
21503,2035,2400,23
21504,2140,2400,23
21505,2111,2400,22
21506,2917,2400,22
21507,2400,2914,22
21508,2400,2864,23
21509,2400,2647,22
21510,2400,2915,22
21511,2400,2916,23
21512,2400,1259,25
21513,2400,1569,23
21514,2400,2035,23
21515,2400,2111,22
21516,2400,2917,22
21517,1731,1378,26
21518,2918,1378,31
21519,1569,1378,27
21520,1816,1378,25
21521,1378,2918,31
21522,1378,1569,27
21523,1378,1816,25
21524,1378,1731,26
21525,1378,3362,28
21526,1821,377,27
21527,377,1821,28
21528,1555,519,30
21529,149,519,32
21530,519,149,32
21531,519,1555,30
21532,519,1464,29
21533,132,1109,34
21534,365,1109,31
21535,2650,1109,48
21536,1109,132,34
21537,1109,365,31
21538,1638,1124,42
21539,410,1124,43
21540,1125,1124,42
21541,482,1124,42
21542,1359,1124,42
21543,816,1124,41
21544,1381,1124,40
21545,1124,1638,42
21546,1124,410,43
21547,1124,1125,42
21548,1124,482,42
21549,1124,1359,42
21550,1124,816,41
21551,132,1110,47
21552,614,1110,88
21553,948,1110,66
21554,1110,132,66
21555,1110,2526,76
21556,1110,948,66
21557,666,931,110
21558,185,931,99
21559,931,132,48
21560,931,185,102
21561,501,1243,70
21562,2919,1243,54
21563,1243,501,72
21564,1243,2919,54
21565,1541,1547,133
21566,1328,1547,86
21567,1547,1541,133
21568,1209,1210,58
21569,1210,1250,58
21570,2920,501,95
21571,2921,501,94
21572,2389,501,94
21573,2922,501,93
21574,2923,501,90
21575,2924,501,81
21576,2925,501,78
21577,2520,501,61
21578,1365,501,60
21579,501,2920,95
21580,501,2921,94
21581,501,2389,94
21582,501,2922,93
21583,501,2923,90
21584,501,2924,81
21585,501,2925,78
21586,501,2520,61
21587,501,3682,61
21588,501,1365,60
21589,501,132,67
21590,1068,28,89
21591,505,28,71
21592,28,1068,89
21593,2254,2152,87
21594,1223,2152,116
21595,2152,2474,87
21596,2773,2854,142
21597,2773,3686,140
21598,2926,438,22
21599,438,852,22
21600,438,2926,22
21601,2927,752,23
21602,752,2661,60
21603,752,2927,23
21604,842,149,19
21605,844,149,17
21606,2581,149,18
21607,149,842,19
21608,149,844,17
21609,149,2581,18
21610,625,547,76
21611,1849,547,18
21612,1453,547,17
21613,547,1849,18
21614,547,1453,17
21615,547,1444,17
21616,547,625,85
21617,834,1446,17
21618,1446,834,17
21619,826,1719,18
21620,2111,1719,18
21621,1719,826,18
21622,1719,2111,18
21623,1387,1902,29
21624,2223,1902,22
21625,2905,1902,19
21626,1902,1387,29
21627,1902,2223,22
21628,1902,1779,20
21629,1902,2905,19
21630,2546,1206,26
21631,1206,2546,26
21632,1841,825,24
21633,1664,825,22
21634,2591,825,19
21635,825,1664,23
21636,825,1841,24
21637,825,2591,19
21638,2928,2622,37
21639,2661,2622,22
21640,2929,2622,31
21641,2608,2622,20
21642,2622,2928,37
21643,2622,2661,22
21644,2622,2929,31
21645,2622,2608,19
21646,742,2527,25
21647,1819,2527,20
21648,2527,742,25
21649,2527,1819,20
21650,1195,2517,21
21651,1684,2517,24
21652,1829,2517,21
21653,388,2517,21
21654,1564,2517,21
21655,2517,1195,22
21656,2517,1684,24
21657,2517,388,21
21658,2517,1564,21
21659,2719,2667,22
21660,2930,2667,22
21661,2931,2667,22
21662,2932,2667,21
21663,2244,2667,21
21664,2340,2667,21
21665,2667,2244,21
21666,2667,2340,22
21667,2667,2719,22
21668,2667,2930,22
21669,2667,2931,22
21670,2667,2932,21
21671,1562,1919,21
21672,1195,1919,21
21673,844,1919,21
21674,1919,1562,21
21675,1919,1195,21
21676,1919,844,21
21677,1013,2870,22
21678,525,2870,22
21679,2870,1013,22
21680,2870,525,23
21681,2870,2947,22
21682,819,144,22
21683,1506,144,22
21684,394,144,21
21685,144,819,22
21686,144,394,21
21687,144,1506,22
21688,144,3119,22
21689,2166,1562,22
21690,1677,1562,21
21691,1562,2166,22
21692,1562,1677,21
21693,2933,1498,25
21694,2934,1498,25
21695,1819,1498,23
21696,1866,1498,22
21697,1498,2934,25
21698,1498,2933,25
21699,1498,1819,24
21700,1498,1866,22
21701,1500,3644,50
21702,2876,774,23
21703,774,2876,23
21704,2563,2546,26
21705,1257,2546,29
21706,2546,2563,27
21707,911,410,94
21708,119,410,57
21709,410,476,46
21710,410,911,94
21711,410,119,57
21712,410,1049,68
21713,410,1064,90
21714,1181,43,55
21715,350,43,35
21716,2935,43,30
21717,43,1181,55
21718,43,350,35
21719,43,2935,30
21720,266,341,69
21721,2936,341,138
21722,1013,341,68
21723,460,341,66
21724,132,341,37
21725,341,2936,138
21726,341,266,69
21727,341,1013,68
21728,341,460,66
21729,341,132,66
21730,476,1364,47
21731,2791,1364,62
21732,1359,1364,46
21733,2649,1364,44
21734,132,1364,39
21735,1364,476,47
21736,1364,132,45
21737,1364,1359,46
21738,1364,2649,44
21739,2937,607,46
21740,327,607,42
21741,607,2937,46
21742,607,327,42
21743,1213,601,113
21744,1013,601,111
21745,601,1213,113
21746,601,1013,111
21747,1048,1654,50
21748,2658,1654,70
21749,1654,1048,50
21750,1654,2658,70
21751,1654,970,70
21752,1158,1181,54
21753,1181,1158,54
21754,1159,1236,62
21755,1742,1236,62
21756,1236,1742,62
21757,1236,3707,63
21758,1236,1312,63
21759,1984,26,106
21760,174,26,106
21761,26,1984,106
21762,26,174,106
21763,2938,2564,71
21764,1636,2564,69
21765,2564,2938,71
21766,2564,1636,70
21767,992,235,89
21768,235,992,89
21769,1307,878,101
21770,2939,878,97
21771,2940,878,92
21772,900,878,106
21773,1316,878,97
21774,1304,878,92
21775,2941,878,91
21776,878,1307,101
21777,878,2939,97
21778,878,900,106
21779,878,1316,97
21780,878,1304,92
21781,878,2940,91
21782,878,2941,91
21783,1948,1760,86
21784,2942,1760,96
21785,2374,1760,92
21786,1760,1948,85
21787,1760,3708,96
21788,1760,2942,96
21789,1760,2374,91
21790,1760,979,85
21791,1697,890,89
21792,1344,890,90
21793,915,890,88
21794,1330,890,88
21795,890,1697,89
21796,890,915,88
21797,890,1330,88
21798,1276,888,113
21799,656,888,111
21800,888,1276,113
21801,888,656,111
21802,166,855,130
21803,1545,855,120
21804,1997,855,120
21805,494,855,119
21806,855,166,130
21807,855,1997,120
21808,855,1545,120
21809,855,494,119
21810,855,1453,120
21811,2943,2780,140
21812,2279,2780,190
21813,2780,2943,140
21814,2780,2279,190
21815,2279,1398,170
21816,471,1398,164
21817,1410,1398,163
21818,1398,2282,165
21819,1398,471,164
21820,1398,3475,169
21821,833,2820,18
21822,1615,2820,13
21823,2820,1615,13
21824,1606,488,16
21825,2740,1857,22
21826,2530,1857,21
21827,1857,2740,22
21828,1857,2530,21
21829,1820,799,21
21830,1470,799,20
21831,2710,799,18
21832,799,1820,21
21833,799,1470,18
21834,799,2710,18
21835,651,1783,87
21836,2648,1783,23
21837,1783,651,87
21838,2610,2946,21
21839,2613,2946,20
21840,2612,2946,21
21841,2661,2946,21
21842,2844,2946,20
21843,2944,2946,20
21844,2945,2946,20
21845,530,2946,20
21846,2946,2610,20
21847,2946,2612,21
21848,2946,2661,21
21849,2946,2844,20
21850,2946,2944,20
21851,2946,2945,20
21852,2946,2613,20
21853,2946,530,20
21854,2783,2699,22
21855,2719,2699,22
21856,2669,2699,21
21857,1569,2699,20
21858,2699,2783,22
21859,2699,2719,22
21860,2699,2669,21
21861,2699,1569,20
21862,735,358,66
21863,1557,358,45
21864,358,735,66
21865,358,1844,66
21866,358,1557,45
21867,498,1013,141
21868,1739,1013,68
21869,1546,1013,109
21870,1548,1013,107
21871,2140,1013,22
21872,820,1013,20
21873,2947,1013,22
21874,1175,1013,67
21875,1013,498,141
21876,1013,1546,109
21877,1013,1548,107
21878,1013,1739,68
21879,1013,820,21
21880,1013,3274,22
21881,1013,2675,22
21882,1013,2947,22
21883,1013,1175,95
21884,1195,2047,21
21885,2948,2047,21
21886,828,2047,21
21887,2949,2047,21
21888,2047,828,21
21889,2047,1195,21
21890,2047,2948,21
21891,2047,2949,21
21892,2697,2719,22
21893,1677,2719,22
21894,2950,2719,22
21895,2719,2697,22
21896,2719,2950,22
21897,2719,1677,22
21898,2547,88,21
21899,2,88,85
21900,1569,88,22
21901,88,2547,21
21902,88,1569,22
21903,2644,2951,62
21904,2951,2644,62
21905,2673,2166,22
21906,1674,2166,22
21907,2137,2166,22
21908,1681,2166,22
21909,2038,2166,22
21910,2166,2673,22
21911,2166,2137,22
21912,2166,1681,22
21913,2166,2038,22
21914,2166,1674,24
21915,781,2547,21
21916,2648,2547,22
21917,1687,2547,22
21918,2547,1687,22
21919,2547,2648,22
21920,2547,805,21
21921,2547,781,22
21922,620,3709,65
21923,1161,1137,23
21924,1556,1137,23
21925,2952,1137,23
21926,2953,1137,22
21927,1387,1137,29
21928,1923,1137,22
21929,1137,1161,23
21930,1137,1556,23
21931,1137,2952,23
21932,1137,2953,22
21933,1137,1387,29
21934,1137,1923,22
21935,476,282,56
21936,1195,282,22
21937,282,476,56
21938,282,1195,22
21939,2954,2151,22
21940,2151,2954,22
21941,2955,74,7
21942,1453,74,6
21943,74,2955,7
21944,74,1453,6
21945,2956,1267,73
21946,2957,1267,24
21947,1848,1267,24
21948,1267,2957,24
21949,1267,1848,24
21950,1267,3455,73
21951,2958,2876,24
21952,2876,2958,23
21953,2959,1731,26
21954,680,1731,25
21955,1779,1731,25
21956,1731,2959,26
21957,1731,3710,26
21958,1731,1779,25
21959,1731,1195,30
21960,1801,1525,32
21961,2960,1525,26
21962,1525,1801,31
21963,1525,2960,26
21964,1180,3657,55
21965,2961,3657,57
21966,2962,654,86
21967,654,2076,46
21968,654,2962,86
21969,2963,1252,55
21970,1252,3711,47
21971,1252,2963,55
21972,2964,1742,51
21973,1742,1175,59
21974,1742,2964,51
21975,2965,299,55
21976,299,2965,55
21977,1228,24,101
21978,24,1228,101
21979,476,1182,54
21980,634,1182,54
21981,1053,1182,53
21982,1182,634,54
21983,1182,476,54
21984,1182,1053,52
21985,1182,1244,53
21986,2966,981,66
21987,981,2966,66
21988,39,651,96
21989,2967,651,87
21990,611,651,87
21991,68,651,85
21992,2968,651,70
21993,1223,651,122
21994,651,611,87
21995,651,2967,87
21996,651,68,85
21997,651,2602,84
21998,651,2968,70
21999,651,1223,128
22000,691,1716,72
22001,248,1716,72
22002,1716,691,72
22003,1716,248,72
22004,979,1621,81
22005,2969,1621,81
22006,1621,979,81
22007,1621,2969,81
22008,2970,2898,89
22009,206,2898,91
22010,2898,206,91
22011,2898,2970,89
22012,2971,992,87
22013,570,992,90
22014,2086,992,90
22015,2972,992,88
22016,2973,992,86
22017,104,992,86
22018,992,2972,88
22019,992,104,86
22020,992,570,90
22021,992,2086,90
22022,992,2971,87
22023,992,2973,86
22024,2163,637,88
22025,686,637,88
22026,637,686,88
22027,498,3712,141
22028,498,2159,138
22029,498,2736,138
22030,498,2735,138
22031,498,2734,138
22032,498,1995,138
22033,498,3549,140
22034,2974,1994,89
22035,22,1994,89
22036,1994,22,89
22037,1994,2974,89
22038,862,17,113
22039,168,17,113
22040,663,17,112
22041,170,17,112
22042,17,862,113
22043,17,168,113
22044,17,663,112
22045,17,170,112
22046,2816,663,111
22047,2626,663,111
22048,1404,1261,141
22049,1261,3713,140
22050,1261,3493,142
22051,1261,1404,141
22052,1261,1413,139
22053,1402,3478,177
22054,2253,768,22
22055,826,768,19
22056,828,768,18
22057,2529,768,18
22058,768,828,18
22059,768,2253,22
22060,768,826,19
22061,768,2529,18
22062,842,1444,16
22063,1444,842,16
22064,734,660,70
22065,2791,660,69
22066,1307,660,73
22067,1630,660,73
22068,2729,660,73
22069,660,734,70
22070,660,2791,69
22071,660,715,72
22072,660,1307,72
22073,660,2729,73
22074,2233,1779,25
22075,2975,1779,20
22076,2976,1779,20
22077,2373,1779,20
22078,1779,2233,25
22079,1779,3530,22
22080,1779,2975,20
22081,1779,2976,20
22082,1779,2373,20
22083,833,463,18
22084,463,833,18
22085,2977,766,27
22086,1694,766,21
22087,2841,766,21
22088,766,1694,21
22089,766,2841,21
22090,766,3714,21
22091,2453,1864,19
22092,1864,2453,19
22093,917,1625,91
22094,1908,1625,20
22095,2978,1625,20
22096,1625,3715,89
22097,1625,917,91
22098,1625,1908,20
22099,1625,2978,20
22100,1826,787,29
22101,1816,787,25
22102,2979,787,24
22103,787,1826,29
22104,787,1816,25
22105,787,2979,24
22106,2929,2610,31
22107,2980,2610,25
22108,2608,2610,20
22109,2610,2929,31
22110,2610,2843,24
22111,2610,2980,25
22112,2610,2608,20
22113,1981,990,116
22114,990,1981,116
22115,2981,2612,22
22116,2661,2612,22
22117,2612,2981,22
22118,2612,2661,22
22119,1464,2265,23
22120,2597,2265,20
22121,2265,1464,23
22122,2265,2597,20
22123,2982,1564,20
22124,1564,2982,20
22125,1195,1685,21
22126,1685,1195,21
22127,2694,1677,24
22128,2038,1677,22
22129,1677,2694,24
22130,1677,2038,22
22131,2753,521,74
22132,2983,1948,85
22133,1948,1238,88
22134,1948,1910,57
22135,1948,2983,85
22136,1948,2001,56
22137,2243,2516,21
22138,1195,2516,22
22139,2516,2243,21
22140,2516,1195,22
22141,1195,1691,22
22142,1669,1691,22
22143,1691,1195,22
22144,2984,2783,22
22145,2950,2783,22
22146,2223,2783,22
22147,2985,2783,22
22148,2783,2984,22
22149,2783,3590,22
22150,2783,2950,22
22151,2783,2223,22
22152,2783,2985,22
22153,2711,1679,22
22154,1189,1679,22
22155,2950,1679,22
22156,1679,2711,22
22157,1679,1189,22
22158,1679,2950,22
22159,2986,2106,22
22160,2987,2106,22
22161,2988,2106,22
22162,2989,2106,22
22163,2106,2986,22
22164,2106,2987,22
22165,2106,2906,22
22166,2106,2988,22
22167,2106,2989,22
22168,1841,2676,22
22169,2676,1841,22
22170,1161,1499,23
22171,1195,1499,23
22172,2138,1499,29
22173,2990,1499,28
22174,1115,1499,24
22175,979,1499,73
22176,1499,1161,23
22177,1499,1195,23
22178,1499,2138,29
22179,1499,2990,28
22180,1499,2360,24
22181,1499,1115,24
22182,132,441,57
22183,2991,441,36
22184,2992,441,26
22185,441,132,36
22186,441,2991,36
22187,441,2992,26
22188,441,1195,35
22189,371,1438,29
22190,2977,1438,27
22191,2993,1438,26
22192,376,1438,26
22193,1727,1438,26
22194,366,1438,26
22195,2994,1438,26
22196,2113,1438,25
22197,1259,1438,25
22198,1387,1438,25
22199,2995,1438,25
22200,1438,371,29
22201,1438,2977,27
22202,1438,2993,26
22203,1438,376,26
22204,1438,1727,26
22205,1438,366,26
22206,1438,2994,26
22207,1438,2113,25
22208,1438,1259,25
22209,1438,1387,25
22210,1438,2995,25
22211,1048,347,36
22212,347,1048,37
22213,347,476,51
22214,1647,879,59
22215,2996,1581,43
22216,132,1581,43
22217,1581,2996,43
22218,1581,132,43
22219,476,1002,46
22220,979,1002,79
22221,1002,979,65
22222,1002,476,54
22223,1048,1053,55
22224,475,1053,48
22225,1053,1048,55
22226,1053,475,48
22227,1053,1244,53
22228,2383,1950,54
22229,1065,1950,80
22230,1808,1366,56
22231,2997,1366,62
22232,880,1366,60
22233,979,1366,73
22234,1366,2997,62
22235,1366,880,60
22236,1366,1808,60
22237,1434,1509,76
22238,456,1509,105
22239,1509,1434,77
22240,633,696,89
22241,476,696,56
22242,696,633,89
22243,696,476,56
22244,2486,909,94
22245,909,2486,94
22246,1092,1365,62
22247,1365,1092,62
22248,1307,1092,75
22249,1038,1092,62
22250,320,1092,75
22251,1092,1307,75
22252,1092,320,76
22253,1092,1038,75
22254,1860,895,62
22255,895,1860,62
22256,2313,984,80
22257,984,2313,78
22258,1758,1558,72
22259,2532,1558,73
22260,2470,1558,72
22261,1558,2532,73
22262,1558,1758,72
22263,1558,2470,72
22264,1645,242,75
22265,594,242,89
22266,1093,242,89
22267,242,594,89
22268,242,1093,89
22269,242,1645,75
22270,1548,656,108
22271,656,1548,108
22272,2436,646,79
22273,634,646,78
22274,646,2436,79
22275,646,634,78
22276,2732,2849,89
22277,1322,2849,89
22278,2941,2849,89
22279,2998,2849,89
22280,1307,2849,89
22281,2849,1322,89
22282,2849,2326,89
22283,2849,2941,89
22284,2849,2998,89
22285,2849,2732,89
22286,2999,916,131
22287,916,2999,131
22288,2178,1548,107
22289,1703,1548,107
22290,1548,2178,107
22291,1548,1703,107
22292,2378,1541,137
22293,1541,2578,143
22294,1541,2378,137
22295,1541,3405,120
22296,1541,1064,127
22297,1541,713,124
22298,1541,3404,120
22299,1541,3411,120
22300,1541,3412,120
22301,1541,3413,120
22302,1541,3414,120
22303,1541,3415,120
22304,1541,3416,120
22305,1541,3417,120
22306,1541,3418,120
22307,1541,3419,120
22308,1541,3420,120
22309,3000,165,128
22310,165,3000,128
22311,143,488,15
22312,2642,379,22
22313,150,379,7
22314,367,379,30
22315,819,379,22
22316,3001,379,16
22317,379,150,7
22318,379,367,30
22319,379,2642,22
22320,379,819,22
22321,454,1848,20
22322,2268,1848,20
22323,1205,1848,20
22324,1453,1848,17
22325,1848,1453,18
22326,1848,454,20
22327,1848,2268,20
22328,1848,1205,20
22329,3002,826,22
22330,2228,826,22
22331,2837,826,19
22332,2603,826,19
22333,2710,826,19
22334,3003,826,19
22335,1786,826,18
22336,1600,826,18
22337,147,826,18
22338,826,3002,22
22339,826,2228,22
22340,826,2837,19
22341,826,2603,19
22342,826,3536,19
22343,826,2710,19
22344,826,3003,19
22345,826,1786,18
22346,826,1600,18
22347,826,147,18
22348,2668,1831,19
22349,3004,1831,18
22350,2581,1831,18
22351,1831,2668,19
22352,1831,3004,18
22353,1831,2581,18
22354,665,828,21
22355,1922,828,21
22356,2670,828,18
22357,828,665,21
22358,828,1922,21
22359,1569,1204,20
22360,1204,1569,20
22361,2200,665,21
22362,665,3695,21
22363,665,2200,23
22364,1846,388,21
22365,1745,388,21
22366,3005,388,21
22367,3006,388,21
22368,388,3005,21
22369,388,1745,21
22370,388,1846,21
22371,388,3006,21
22372,3007,1666,25
22373,1666,3007,25
22374,1666,1195,21
22375,394,819,22
22376,819,394,22
22377,3008,943,22
22378,943,3008,22
22379,3009,1529,23
22380,1650,1529,34
22381,2147,1529,24
22382,2148,1529,24
22383,1529,3009,23
22384,1529,2148,23
22385,1529,1650,34
22386,1529,2147,24
22387,1529,3074,23
22388,1161,1553,23
22389,1515,1553,23
22390,1553,1161,23
22391,1553,1515,23
22392,1222,3010,24
22393,1863,3010,24
22394,3010,1222,24
22395,3010,1863,24
22396,376,1259,26
22397,3011,777,34
22398,777,3011,34
22399,1732,365,30
22400,365,1732,30
22401,1524,1255,31
22402,3012,1255,33
22403,1588,1255,31
22404,1255,1524,31
22405,1255,3012,33
22406,1255,1588,31
22407,2628,1557,89
22408,3013,1557,48
22409,997,1557,45
22410,1557,2628,89
22411,1557,3013,48
22412,1557,997,45
22413,1853,1249,62
22414,1741,1249,51
22415,1730,1249,50
22416,3014,1249,50
22417,1248,1249,50
22418,1249,1853,62
22419,1249,1265,62
22420,1249,1741,51
22421,1249,1730,50
22422,1249,3014,50
22423,1249,1248,50
22424,3015,2001,68
22425,2001,3015,68
22426,2001,132,104
22427,735,1177,67
22428,3016,1177,55
22429,1177,735,67
22430,1177,3016,55
22431,119,1034,57
22432,1034,119,57
22433,245,277,71
22434,397,277,67
22435,1519,277,64
22436,1704,277,63
22437,277,245,71
22438,277,397,67
22439,277,1519,64
22440,277,1704,63
22441,653,625,79
22442,2311,625,76
22443,3017,625,75
22444,1630,625,76
22445,625,653,79
22446,625,2311,75
22447,625,3017,75
22448,625,1630,77
22449,1630,734,71
22450,734,1630,71
22451,715,658,78
22452,658,715,78
22453,711,570,79
22454,3018,570,79
22455,1307,570,88
22456,695,570,87
22457,979,570,87
22458,570,711,79
22459,570,3018,79
22460,570,1307,89
22461,570,695,87
22462,570,979,87
22463,3019,2565,86
22464,2565,3019,86
22465,2565,2924,85
22466,686,635,89
22467,635,686,89
22468,635,1289,89
22469,635,610,88
22470,2387,2388,97
22471,2287,1228,100
22472,880,1228,101
22473,1227,1228,101
22474,180,1228,101
22475,160,1228,100
22476,2997,1228,99
22477,1228,880,101
22478,1228,1227,101
22479,1228,2287,100
22480,1228,160,100
22481,1228,2997,99
22482,1228,180,102
22483,3020,3021,95
22484,3021,3020,95
22485,2249,2460,127
22486,3022,2460,132
22487,1141,2460,125
22488,809,2460,121
22489,2460,3022,132
22490,2460,1141,125
22491,2460,809,121
22492,164,1223,120
22493,3023,1223,122
22494,3024,1223,121
22495,3025,1223,121
22496,2637,1223,121
22497,2980,1223,115
22498,1223,164,120
22499,1223,3023,122
22500,1223,3024,121
22501,1223,3025,121
22502,1223,2637,121
22503,1223,2980,115
22504,1422,1401,170
22505,2279,1401,162
22506,1401,3716,171
22507,1401,2279,164
22508,147,3363,18
22509,1464,465,21
22510,465,2526,76
22511,465,1464,21
22512,1222,1599,77
22513,1599,1222,77
22514,840,2886,19
22515,3026,549,18
22516,1882,549,90
22517,549,1882,90
22518,549,3026,18
22519,2171,2099,19
22520,3027,2099,21
22521,3028,2099,18
22522,2860,2099,18
22523,2099,2860,18
22524,2099,3028,18
22525,2099,3027,21
22526,2099,2171,19
22527,979,482,73
22528,3029,1918,22
22529,2513,1918,21
22530,3030,1918,21
22531,1918,3029,22
22532,1918,2513,21
22533,1918,3030,21
22534,782,3717,21
22535,1841,56,22
22536,1195,56,21
22537,56,1195,21
22538,2108,1810,22
22539,3031,1810,22
22540,1810,2108,22
22541,1810,1195,22
22542,1810,3031,22
22543,1664,1812,22
22544,3032,1812,22
22545,1195,1812,22
22546,1086,1812,90
22547,1812,1664,22
22548,1812,1195,22
22549,1812,3032,22
22550,2032,2037,22
22551,2788,2037,22
22552,971,2037,22
22553,2037,2032,22
22554,2037,2788,22
22555,2752,460,121
22556,460,2752,121
22557,3033,1195,26
22558,3033,3718,26
22559,3033,3719,26
22560,3033,3720,26
22561,3033,3538,26
22562,3033,3274,26
22563,3033,2675,26
22564,3034,1821,27
22565,1569,1821,27
22566,2639,1821,28
22567,3035,1821,27
