,Unnamed: 0,start,end,time,days
49993,49993,249,843,2004-06-27 23:01:32,74
49994,49994,249,63,2004-06-27 23:02:31,74
49995,49995,249,1136,2004-06-27 23:03:12,74
49996,49996,249,1244,2004-06-27 23:04:15,74
49997,49997,249,1565,2004-06-27 23:05:45,74
49998,49998,652,598,2004-06-27 23:11:16,74
49999,49999,482,454,2004-06-27 23:11:31,74
50000,50000,263,308,2004-06-27 23:38:25,74
50002,50002,1215,1713,2004-06-27 23:51:46,74
50004,50004,711,547,2004-06-28 00:09:27,74
50005,50005,547,711,2004-06-28 00:14:34,74
50011,50011,1675,32,2004-06-28 02:31:14,74
50013,50013,454,482,2004-06-28 05:57:36,75
50014,50014,1136,249,2004-06-28 06:41:32,75
50015,50015,1543,1565,2004-06-28 07:26:14,75
50016,50016,1543,1280,2004-06-28 07:31:59,75
50017,50017,1543,525,2004-06-28 07:35:07,75
50018,50018,277,1688,2004-06-28 07:48:14,75
50019,50019,105,1281,2004-06-28 07:54:01,75
50020,50020,1190,1723,2004-06-28 08:11:04,75
50021,50021,1339,474,2004-06-28 08:17:54,75
50022,50022,1314,1346,2004-06-28 08:22:24,75
50023,50023,644,719,2004-06-28 08:51:46,75
50024,50024,1713,1072,2004-06-28 08:53:49,75
50025,50025,1713,525,2004-06-28 08:57:55,75
50026,50026,1713,1624,2004-06-28 09:01:46,75
50027,50027,67,32,2004-06-28 09:03:00,75
50028,50028,1624,1713,2004-06-28 09:03:36,75
50029,50029,525,1713,2004-06-28 09:05:58,75
50032,50032,1713,1215,2004-06-28 09:07:11,75
50039,50039,32,67,2004-06-28 09:15:55,75
50040,50040,32,1675,2004-06-28 09:19:30,75
50041,50041,1060,249,2004-06-28 09:22:32,75
50042,50042,63,249,2004-06-28 09:39:11,75
50043,50043,1713,63,2004-06-28 09:44:58,75
50044,50044,1346,1314,2004-06-28 10:00:58,75
50045,50045,474,249,2004-06-28 10:01:18,75
50046,50046,1713,1346,2004-06-28 10:12:03,75
50047,50047,1713,1231,2004-06-28 10:13:24,75
50048,50048,1713,638,2004-06-28 10:14:10,75
50049,50049,1231,1713,2004-06-28 10:16:09,75
50057,50057,312,1,2004-06-28 10:42:00,75
50059,50059,1244,249,2004-06-28 10:50:08,75
50060,50060,1717,784,2004-06-28 11:12:10,75
50061,50061,1713,1724,2004-06-28 11:14:26,75
50062,50062,1068,674,2004-06-28 11:36:53,75
50063,50063,1543,1724,2004-06-28 11:45:52,75
50064,50064,1667,1231,2004-06-28 11:46:38,75
50065,50065,1717,353,2004-06-28 11:49:31,75
50066,50066,1717,908,2004-06-28 11:49:51,75
50067,50067,1647,1688,2004-06-28 11:56:40,75
50070,50070,768,1280,2004-06-28 12:30:46,75
50071,50071,1346,1713,2004-06-28 12:32:35,75
50079,50079,1713,378,2004-06-28 12:41:38,75
50083,50083,447,395,2004-06-28 12:51:17,75
50084,50084,1285,27,2004-06-28 13:00:46,75
50085,50085,561,1713,2004-06-28 13:12:53,75
50086,50086,1543,1485,2004-06-28 13:20:47,75
50087,50087,27,1285,2004-06-28 13:23:27,75
50088,50088,124,1565,2004-06-28 13:32:02,75
50089,50089,124,1255,2004-06-28 13:32:45,75
50090,50090,1713,44,2004-06-28 13:35:19,75
50091,50091,124,1644,2004-06-28 13:35:30,75
50092,50092,44,1713,2004-06-28 13:37:30,75
50096,50096,1713,277,2004-06-28 13:48:31,75
50098,50098,1642,822,2004-06-28 13:52:06,75
50099,50099,1255,124,2004-06-28 13:58:56,75
50100,50100,1713,1181,2004-06-28 14:16:50,75
50102,50102,175,224,2004-06-28 14:20:23,75
50104,50104,1231,1667,2004-06-28 14:52:12,75
50105,50105,525,1543,2004-06-28 14:53:12,75
50106,50106,431,1346,2004-06-28 15:12:52,75
50107,50107,1688,1647,2004-06-28 15:15:44,75
50109,50109,1688,277,2004-06-28 15:23:31,75
50110,50110,1329,1644,2004-06-28 15:26:42,75
50112,50112,85,1713,2004-06-28 15:27:33,75
50113,50113,61,1721,2004-06-28 15:30:03,75
50114,50114,249,1136,2004-06-28 15:33:14,75
50115,50115,249,474,2004-06-28 15:34:16,75
50116,50116,249,1244,2004-06-28 15:35:22,75
50117,50117,557,152,2004-06-28 15:38:33,75
50118,50118,249,1402,2004-06-28 15:47:24,75
50119,50119,1644,1329,2004-06-28 15:47:26,75
50120,50120,1346,431,2004-06-28 15:51:43,75
50121,50121,1231,1605,2004-06-28 15:52:24,75
50122,50122,799,302,2004-06-28 16:14:22,75
50123,50123,1255,1231,2004-06-28 16:37:44,75
50124,50124,674,1068,2004-06-28 16:59:13,75
50125,50125,429,191,2004-06-28 17:30:47,75
50126,50126,1713,379,2004-06-28 17:54:07,75
50127,50127,1713,1554,2004-06-28 17:55:50,75
50129,50129,598,652,2004-06-28 17:56:52,75
50131,50131,1713,757,2004-06-28 18:26:37,75
50132,50132,27,652,2004-06-28 18:38:43,75
50134,50134,1713,598,2004-06-28 18:44:13,75
50136,50136,1725,1072,2004-06-28 18:59:22,75
50138,50138,1713,1387,2004-06-28 19:15:47,75
50139,50139,1387,557,2004-06-28 19:16:22,75
50140,50140,1387,95,2004-06-28 19:19:00,75
50141,50141,1387,1285,2004-06-28 19:21:10,75
50142,50142,1387,1535,2004-06-28 19:22:14,75
50144,50144,1387,1713,2004-06-28 19:24:27,75
50145,50145,1408,1720,2004-06-28 19:28:45,75
50146,50146,353,1717,2004-06-28 19:33:09,75
50147,50147,353,950,2004-06-28 19:33:46,75
50148,50148,1408,1624,2004-06-28 19:35:28,75
50149,50149,1343,1342,2004-06-28 19:35:41,75
50150,50150,1712,1726,2004-06-28 19:44:33,75
50151,50151,843,249,2004-06-28 19:45:10,75
50154,50154,249,389,2004-06-28 19:49:19,75
50155,50155,1713,282,2004-06-28 20:08:35,75
50156,50156,1713,1648,2004-06-28 20:12:13,75
50157,50157,1713,72,2004-06-28 20:16:38,75
50158,50158,282,1713,2004-06-28 20:19:49,75
50164,50164,249,63,2004-06-28 20:29:22,75
50165,50165,249,282,2004-06-28 20:30:25,75
50171,50171,1346,393,2004-06-28 20:37:49,75
50173,50173,1255,42,2004-06-28 20:41:11,75
50174,50174,317,311,2004-06-28 20:55:21,75
50175,50175,314,644,2004-06-28 20:55:33,75
50177,50177,644,314,2004-06-28 20:59:57,75
50178,50178,1079,282,2004-06-28 21:06:26,75
50179,50179,1079,27,2004-06-28 21:08:20,75
50180,50180,1253,644,2004-06-28 21:09:04,75
50182,50182,1130,214,2004-06-28 21:11:18,75
50184,50184,1253,673,2004-06-28 21:21:46,75
50185,50185,1713,1130,2004-06-28 21:22:02,75
50186,50186,312,644,2004-06-28 21:30:47,75
50188,50188,1579,42,2004-06-28 21:35:52,75
50189,50189,27,1079,2004-06-28 21:37:53,75
50190,50190,1158,1072,2004-06-28 21:39:52,75
50191,50191,72,1713,2004-06-28 21:46:59,75
50194,50194,1535,1387,2004-06-28 21:55:16,75
50195,50195,1535,1339,2004-06-28 21:56:08,75
50196,50196,1723,1190,2004-06-28 21:58:38,75
50197,50197,1535,644,2004-06-28 22:00:43,75
50198,50198,1606,843,2004-06-28 22:03:01,75
50200,50200,1725,898,2004-06-28 22:22:04,75
50201,50201,1543,173,2004-06-28 22:40:22,75
50203,50203,393,1346,2004-06-28 22:42:12,75
50204,50204,1543,1712,2004-06-28 22:43:09,75
50205,50205,1721,61,2004-06-28 22:45:16,75
50207,50207,1543,1627,2004-06-28 22:47:48,75
50208,50208,27,620,2004-06-28 22:49:35,75
50209,50209,1647,544,2004-06-28 22:50:55,75
50210,50210,1647,1005,2004-06-28 22:57:58,75
50211,50211,1647,193,2004-06-28 22:58:42,75
50213,50213,878,1647,2004-06-28 22:59:53,75
50214,50214,1647,878,2004-06-28 23:01:02,75
50215,50215,302,799,2004-06-28 23:08:19,75
50217,50217,242,783,2004-06-28 23:31:44,75
50219,50219,1727,995,2004-06-28 23:32:36,75
50220,50220,1727,346,2004-06-28 23:36:35,75
50221,50221,1280,768,2004-06-28 23:43:08,75
50222,50222,1280,1543,2004-06-28 23:43:24,75
50223,50223,783,242,2004-06-28 23:50:40,75
50224,50224,544,1647,2004-06-28 23:54:27,75
50225,50225,1727,1453,2004-06-29 00:41:57,75
50227,50227,1713,617,2004-06-29 01:26:24,75
50228,50228,191,429,2004-06-29 02:54:13,75
50229,50229,214,1130,2004-06-29 04:03:40,75
50230,50230,42,1255,2004-06-29 04:15:11,75
50231,50231,42,1579,2004-06-29 04:16:45,75
50232,50232,199,1717,2004-06-29 05:16:41,75
50233,50233,431,1346,2004-06-29 06:43:33,76
50234,50234,950,353,2004-06-29 07:26:37,76
50235,50235,1624,1408,2004-06-29 08:07:50,76
50236,50236,525,1543,2004-06-29 08:17:00,76
50237,50237,652,27,2004-06-29 08:56:57,76
50238,50238,652,1317,2004-06-29 09:28:39,76
50239,50239,620,27,2004-06-29 09:36:17,76
50240,50240,620,1487,2004-06-29 09:44:28,76
50241,50241,242,783,2004-06-29 09:48:54,76
50242,50242,620,1568,2004-06-29 10:03:04,76
50243,50243,525,652,2004-06-29 10:11:50,76
50244,50244,652,525,2004-06-29 10:12:40,76
50245,50245,644,312,2004-06-29 10:26:40,76
50246,50246,8,32,2004-06-29 10:27:34,76
50247,50247,474,249,2004-06-29 10:28:55,76
50248,50248,282,1079,2004-06-29 10:30:30,76
50249,50249,1647,1688,2004-06-29 10:33:54,76
50250,50250,1647,544,2004-06-29 10:34:27,76
50251,50251,1339,474,2004-06-29 10:34:34,76
50252,50252,474,1339,2004-06-29 10:35:25,76
50253,50253,1190,394,2004-06-29 10:36:18,76
50255,50255,1415,1142,2004-06-29 10:57:10,76
50256,50256,799,302,2004-06-29 10:57:31,76
50257,50257,644,626,2004-06-29 11:04:13,76
50259,50259,644,1535,2004-06-29 11:11:31,76
50260,50260,644,1253,2004-06-29 11:14:21,76
50261,50261,644,1568,2004-06-29 11:14:55,76
50262,50262,1190,644,2004-06-29 11:22:23,76
50263,50263,652,1629,2004-06-29 11:32:40,76
50264,50264,644,1190,2004-06-29 11:33:04,76
50265,50265,27,620,2004-06-29 11:39:48,76
50266,50266,27,652,2004-06-29 11:43:48,76
50276,50276,245,615,2004-06-29 12:36:54,76
50278,50278,233,193,2004-06-29 13:06:53,76
50279,50279,1339,1491,2004-06-29 13:13:31,76
50280,50280,95,447,2004-06-29 13:18:10,76
50281,50281,1346,431,2004-06-29 13:20:46,76
50282,50282,1238,249,2004-06-29 13:22:30,76
50283,50283,95,1238,2004-06-29 13:22:35,76
50284,50284,1238,95,2004-06-29 13:28:05,76
50285,50285,312,644,2004-06-29 13:28:43,76
50286,50286,95,1387,2004-06-29 13:29:59,76
50287,50287,1362,342,2004-06-29 13:31:36,76
50289,50289,95,1648,2004-06-29 13:36:30,76
50290,50290,1491,1339,2004-06-29 13:45:46,76
50291,50291,95,561,2004-06-29 13:50:27,76
50292,50292,250,809,2004-06-29 13:52:42,76
50293,50293,95,1260,2004-06-29 13:53:54,76
50294,50294,8,1238,2004-06-29 13:57:24,76
50295,50295,95,713,2004-06-29 14:01:41,76
50296,50296,95,1692,2004-06-29 14:06:24,76
50297,50297,642,1346,2004-06-29 14:17:15,76
50298,50298,1285,1387,2004-06-29 14:30:54,76
50300,50300,1285,27,2004-06-29 14:33:03,76
50303,50303,1342,1343,2004-06-29 14:49:43,76
50304,50304,249,474,2004-06-29 15:19:02,76
50305,50305,249,1238,2004-06-29 15:19:25,76
50306,50306,1346,642,2004-06-29 15:22:57,76
50307,50307,1042,67,2004-06-29 15:42:47,76
50308,50308,443,341,2004-06-29 15:43:29,76
50309,50309,1042,32,2004-06-29 15:43:43,76
50310,50310,1346,1472,2004-06-29 15:48:25,76
50311,50311,394,1190,2004-06-29 15:48:28,76
50312,50312,1728,644,2004-06-29 15:51:19,76
50313,50313,557,1387,2004-06-29 16:06:08,76
50314,50314,557,152,2004-06-29 16:08:45,76
50315,50315,95,1255,2004-06-29 16:14:14,76
50316,50316,799,1475,2004-06-29 16:15:11,76
50317,50317,95,621,2004-06-29 16:16:54,76
50318,50318,621,95,2004-06-29 16:18:09,76
50320,50320,1487,620,2004-06-29 16:31:12,76
50323,50323,557,8,2004-06-29 16:33:40,76
50324,50324,644,1728,2004-06-29 16:36:57,76
50325,50325,557,1346,2004-06-29 16:41:48,76
50326,50326,8,557,2004-06-29 16:44:42,76
50327,50327,561,95,2004-06-29 16:45:02,76
50328,50328,1346,557,2004-06-29 16:45:32,76
50329,50329,557,525,2004-06-29 16:46:21,76
50331,50331,783,242,2004-06-29 16:51:16,76
50337,50337,1346,1314,2004-06-29 17:08:52,76
50338,50338,32,8,2004-06-29 17:09:59,76
50341,50341,32,1042,2004-06-29 17:17:00,76
50343,50343,27,1285,2004-06-29 17:33:42,76
50344,50344,1406,1362,2004-06-29 17:33:58,76
50346,50346,525,557,2004-06-29 17:38:55,76
50348,50348,160,429,2004-06-29 17:59:18,76
50349,50349,160,1181,2004-06-29 18:00:22,76
50350,50350,160,697,2004-06-29 18:02:37,76
50351,50351,160,1729,2004-06-29 18:04:12,76
50352,50352,1713,1231,2004-06-29 18:12:19,76
50353,50353,1231,1713,2004-06-29 18:16:25,76
50355,50355,1713,1074,2004-06-29 18:19:49,76
50356,50356,1657,1730,2004-06-29 18:25:05,76
50357,50357,1074,1713,2004-06-29 18:25:20,76
50358,50358,1074,516,2004-06-29 18:25:47,76
50363,50363,1713,1585,2004-06-29 18:37:16,76
50364,50364,1181,160,2004-06-29 18:41:45,76
50365,50365,1181,1713,2004-06-29 18:42:02,76
50367,50367,856,1176,2004-06-29 18:44:39,76
50369,50369,809,250,2004-06-29 18:52:06,76
50370,50370,1730,1657,2004-06-29 18:56:47,76
50371,50371,329,1510,2004-06-29 19:03:01,76
50372,50372,1343,1342,2004-06-29 19:13:25,76
50373,50373,1688,277,2004-06-29 19:22:19,76
50374,50374,142,144,2004-06-29 19:22:23,76
50375,50375,144,1500,2004-06-29 19:23:29,76
50376,50376,144,142,2004-06-29 19:24:47,76
50378,50378,142,1575,2004-06-29 19:30:10,76
50382,50382,615,245,2004-06-29 19:32:37,76
50383,50383,1346,308,2004-06-29 19:34:12,76
50387,50387,392,1699,2004-06-29 19:40:29,76
50389,50389,142,1121,2004-06-29 19:47:16,76
50392,50392,193,233,2004-06-29 20:09:04,76
50395,50395,1713,495,2004-06-29 20:23:57,76
50397,50397,495,741,2004-06-29 20:29:20,76
50398,50398,495,1213,2004-06-29 20:29:29,76
50399,50399,495,1713,2004-06-29 20:29:37,76
50404,50404,652,615,2004-06-29 20:33:05,76
50407,50407,249,1731,2004-06-29 20:35:02,76
50408,50408,249,1255,2004-06-29 20:36:07,76
50410,50410,249,495,2004-06-29 20:37:45,76
50411,50411,969,1401,2004-06-29 20:37:53,76
50412,50412,1713,969,2004-06-29 20:38:19,76
50416,50416,132,162,2004-06-29 20:43:48,76
50418,50418,312,132,2004-06-29 20:45:57,76
50420,50420,1079,27,2004-06-29 20:49:15,76
50423,50423,969,1713,2004-06-29 20:55:05,76
50425,50425,1072,1725,2004-06-29 21:01:20,76
50426,50426,1713,1072,2004-06-29 21:01:37,76
50427,50427,27,1079,2004-06-29 21:02:04,76
50434,50434,878,1644,2004-06-29 21:08:00,76
50440,50440,1253,644,2004-06-29 21:20:45,76
50441,50441,1408,1624,2004-06-29 21:21:30,76
50443,50443,1406,495,2004-06-29 21:22:13,76
50447,50447,1406,1190,2004-06-29 21:33:44,76
50452,50452,1401,969,2004-06-29 21:37:24,76
50454,50454,843,1606,2004-06-29 21:39:38,76
50455,50455,518,525,2004-06-29 21:40:58,76
50456,50456,249,843,2004-06-29 21:41:15,76
50458,50458,843,249,2004-06-29 21:45:04,76
50459,50459,525,518,2004-06-29 21:56:05,76
50464,50464,557,1565,2004-06-29 22:23:18,76
50465,50465,145,1713,2004-06-29 22:30:09,76
50466,50466,1475,799,2004-06-29 22:39:22,76
50467,50467,1255,249,2004-06-29 22:39:28,76
50468,50468,447,95,2004-06-29 22:44:41,76
50470,50470,1713,1493,2004-06-29 22:53:21,76
50471,50471,1317,652,2004-06-29 22:59:22,76
50476,50476,1332,537,2004-06-29 23:26:13,76
50477,50477,242,823,2004-06-29 23:31:43,76
50478,50478,1189,1068,2004-06-29 23:39:16,76
50479,50479,1068,1189,2004-06-29 23:40:27,76
50480,50480,1510,329,2004-06-29 23:59:10,76
50481,50481,132,312,2004-06-29 23:59:45,76
50482,50482,1727,1069,2004-06-29 23:59:59,76
50483,50483,1727,644,2004-06-30 00:22:39,76
50484,50484,1727,638,2004-06-30 00:26:22,76
50485,50485,847,809,2004-06-30 00:29:11,76
50487,50487,1,312,2004-06-30 04:59:53,76
50488,50488,1624,1408,2004-06-30 06:41:27,77
50489,50489,456,1624,2004-06-30 07:00:55,77
50490,50490,456,204,2004-06-30 07:06:38,77
50491,50491,456,495,2004-06-30 07:08:11,77
50492,50492,1624,456,2004-06-30 07:15:41,77
50493,50493,1489,249,2004-06-30 07:34:07,77
50495,50495,1339,1489,2004-06-30 07:48:17,77
50496,50496,1489,1339,2004-06-30 07:49:18,77
50497,50497,1314,1346,2004-06-30 08:08:12,77
50498,50498,997,415,2004-06-30 08:18:46,77
50499,50499,997,142,2004-06-30 08:20:44,77
50500,50500,1346,1314,2004-06-30 09:55:54,77
50501,50501,1644,878,2004-06-30 10:22:07,77
50502,50502,615,652,2004-06-30 10:29:34,77
50503,50503,1130,1713,2004-06-30 10:31:56,77
50504,50504,537,1332,2004-06-30 10:53:48,77
50505,50505,329,1510,2004-06-30 11:09:15,77
50506,50506,1285,27,2004-06-30 11:30:17,77
50507,50507,176,969,2004-06-30 11:51:22,77
50508,50508,27,1285,2004-06-30 12:05:04,77
50509,50509,768,1280,2004-06-30 12:11:34,77
50510,50510,63,1713,2004-06-30 12:15:20,77
50511,50511,63,249,2004-06-30 12:16:49,77
50512,50512,1543,1546,2004-06-30 12:18:19,77
50513,50513,324,329,2004-06-30 12:25:10,77
50514,50514,105,1727,2004-06-30 12:31:06,77
50515,50515,162,132,2004-06-30 12:40:26,77
50516,50516,1342,1343,2004-06-30 12:47:01,77
50517,50517,249,1489,2004-06-30 13:02:16,77
50519,50519,878,1255,2004-06-30 13:04:29,77
50520,50520,626,95,2004-06-30 13:15:03,77
50521,50521,626,644,2004-06-30 13:17:15,77
50522,50522,970,1255,2004-06-30 13:22:44,77
50523,50523,429,191,2004-06-30 13:41:33,77
50524,50524,429,160,2004-06-30 13:43:06,77
50525,50525,710,1562,2004-06-30 13:43:10,77
50526,50526,710,727,2004-06-30 13:44:15,77
50527,50527,1255,878,2004-06-30 14:02:18,77
50528,50528,1255,970,2004-06-30 14:03:02,77
50529,50529,1713,1130,2004-06-30 14:19:52,77
50530,50530,1667,1181,2004-06-30 14:38:32,77
50531,50531,1713,708,2004-06-30 14:40:33,77
50532,50532,1079,27,2004-06-30 14:46:45,77
50533,50533,644,626,2004-06-30 14:49:04,77
50534,50534,1113,1343,2004-06-30 14:54:04,77
50535,50535,1127,713,2004-06-30 14:56:05,77
50536,50536,1343,1113,2004-06-30 14:56:13,77
50539,50539,176,898,2004-06-30 15:03:12,77
50540,50540,176,523,2004-06-30 15:03:30,77
50541,50541,1158,1072,2004-06-30 15:06:03,77
50542,50542,1225,1393,2004-06-30 15:16:10,77
50543,50543,1343,1342,2004-06-30 15:24:52,77
50544,50544,27,1079,2004-06-30 15:25:33,77
50547,50547,1181,1667,2004-06-30 15:46:43,77
50548,50548,193,1647,2004-06-30 16:04:39,77
50549,50549,1562,710,2004-06-30 16:09:20,77
50550,50550,1317,652,2004-06-30 16:13:02,77
50551,50551,1713,44,2004-06-30 16:15:02,77
50553,50553,525,557,2004-06-30 16:17:36,77
50554,50554,1713,525,2004-06-30 16:20:53,77
50555,50555,525,44,2004-06-30 16:21:37,77
50557,50557,191,429,2004-06-30 16:39:05,77
50558,50558,1727,105,2004-06-30 17:06:52,77
50559,50559,483,189,2004-06-30 17:15:34,77
50560,50560,9,282,2004-06-30 17:16:46,77
50561,50561,9,1622,2004-06-30 17:17:57,77
50562,50562,9,1343,2004-06-30 17:18:34,77
50563,50563,9,1731,2004-06-30 17:18:50,77
50564,50564,9,788,2004-06-30 17:20:29,77
50565,50565,9,1313,2004-06-30 17:21:28,77
50566,50566,1362,1406,2004-06-30 17:52:55,77
50567,50567,711,642,2004-06-30 17:59:12,77
50569,50569,1343,9,2004-06-30 18:22:01,77
50570,50570,741,495,2004-06-30 18:39:30,77
50573,50573,1231,1667,2004-06-30 19:11:24,77
50574,50574,1731,9,2004-06-30 19:28:26,77
50575,50575,642,711,2004-06-30 19:32:25,77
50576,50576,19,1130,2004-06-30 19:36:27,77
50577,50577,1732,1556,2004-06-30 19:52:09,77
50578,50578,245,1283,2004-06-30 19:52:22,77
50579,50579,969,176,2004-06-30 19:57:20,77
50580,50580,95,561,2004-06-30 20:07:10,77
50581,50581,249,1280,2004-06-30 20:20:48,77
50582,50582,1280,768,2004-06-30 20:20:48,77
50583,50583,1280,249,2004-06-30 20:22:15,77
50589,50589,176,1585,2004-06-30 20:30:57,77
50590,50590,249,1585,2004-06-30 20:33:01,77
50591,50591,1647,193,2004-06-30 20:33:40,77
50592,50592,1585,176,2004-06-30 20:34:21,77
50593,50593,249,1343,2004-06-30 20:34:31,77
50594,50594,1647,172,2004-06-30 20:35:31,77
50595,50595,1585,249,2004-06-30 20:35:39,77
50599,50599,249,1021,2004-06-30 20:37:39,77
50602,50602,1585,1582,2004-06-30 20:40:42,77
50606,50606,249,1395,2004-06-30 20:50:19,77
50607,50607,1113,1395,2004-06-30 20:51:22,77
50608,50608,1395,249,2004-06-30 20:52:09,77
50609,50609,1395,1113,2004-06-30 20:53:21,77
50617,50617,1282,1647,2004-06-30 21:04:34,77
50619,50619,249,1353,2004-06-30 21:05:07,77
50621,50621,249,1644,2004-06-30 21:08:38,77
50622,50622,1644,249,2004-06-30 21:10:11,77
50623,50623,525,1713,2004-06-30 21:13:10,77
50625,50625,1282,848,2004-06-30 21:16:39,77
50626,50626,1036,792,2004-06-30 21:19:58,77
50629,50629,1190,393,2004-06-30 21:30:16,77
50634,50634,249,783,2004-06-30 21:44:30,77
50636,50636,95,447,2004-06-30 21:49:33,77
50640,50640,95,626,2004-06-30 21:54:42,77
50643,50643,1556,1732,2004-06-30 22:07:52,77
50644,50644,1568,644,2004-06-30 22:17:42,77
50645,50645,1493,1656,2004-06-30 22:17:49,77
50646,50646,144,1500,2004-06-30 22:18:41,77
50647,50647,1493,1713,2004-06-30 22:19:08,77
50648,50648,1493,1113,2004-06-30 22:20:16,77
50652,50652,652,1317,2004-06-30 22:28:31,77
50654,50654,298,323,2004-06-30 22:30:30,77
50655,50655,1018,1644,2004-06-30 22:43:35,77
50657,50657,1644,1018,2004-06-30 22:51:10,77
50658,50658,257,42,2004-06-30 23:00:32,77
50659,50659,1408,1624,2004-06-30 23:09:48,77
50664,50664,1436,582,2004-06-30 23:56:40,77
50666,50666,990,1113,2004-06-30 23:58:22,77
50668,50668,1072,1158,2004-07-01 00:05:38,77
50669,50669,1072,878,2004-07-01 00:06:43,77
50671,50671,783,249,2004-07-01 00:49:36,77
50672,50672,970,1255,2004-07-01 06:37:18,78
50673,50673,970,1641,2004-07-01 06:37:45,78
50674,50674,1118,1542,2004-07-01 07:21:37,78
50675,50675,1624,1408,2004-07-01 07:32:02,78
50676,50676,1624,725,2004-07-01 07:34:01,78
50677,50677,1339,1255,2004-07-01 07:54:10,78
50678,50678,1489,249,2004-07-01 07:56:52,78
50680,50680,1313,9,2004-07-01 08:18:50,78
50681,50681,1313,507,2004-07-01 08:19:22,78
50682,50682,1313,1403,2004-07-01 08:23:23,78
50683,50683,1314,1346,2004-07-01 08:45:27,78
50684,50684,27,1079,2004-07-01 09:11:32,78
50685,50685,908,1717,2004-07-01 09:12:36,78
50686,50686,199,1624,2004-07-01 09:32:06,78
50687,50687,1346,1314,2004-07-01 09:56:43,78
50688,50688,1272,1238,2004-07-01 09:58:48,78
50689,50689,1624,199,2004-07-01 10:04:30,78
50690,50690,1667,1181,2004-07-01 10:19:26,78
50691,50691,710,1283,2004-07-01 11:00:14,78
50692,50692,1113,710,2004-07-01 11:04:23,78
50693,50693,1520,1181,2004-07-01 11:19:45,78
50694,50694,1520,63,2004-07-01 11:20:02,78
50695,50695,969,176,2004-07-01 11:41:54,78
50696,50696,1190,394,2004-07-01 11:55:18,78
50697,50697,1113,969,2004-07-01 12:01:37,78
50698,50698,969,1113,2004-07-01 12:09:20,78
50700,50700,429,191,2004-07-01 12:19:38,78
50701,50701,710,1113,2004-07-01 12:21:09,78
50703,50703,725,1624,2004-07-01 12:33:46,78
50704,50704,1644,249,2004-07-01 12:57:16,78
50706,50706,1406,1362,2004-07-01 12:59:40,78
50707,50707,1513,970,2004-07-01 13:00:36,78
50708,50708,176,969,2004-07-01 13:06:13,78
50709,50709,970,1513,2004-07-01 13:18:16,78
50710,50710,1727,361,2004-07-01 13:22:23,78
50711,50711,1727,1183,2004-07-01 13:24:28,78
50712,50712,42,257,2004-07-01 13:26:42,78
50713,50713,42,1255,2004-07-01 13:27:18,78
50715,50715,557,525,2004-07-01 13:38:44,78
50716,50716,1255,42,2004-07-01 13:44:39,78
50717,50717,495,1713,2004-07-01 14:15:52,78
50718,50718,495,249,2004-07-01 14:16:26,78
50719,50719,495,1406,2004-07-01 14:16:44,78
50720,50720,495,456,2004-07-01 14:17:12,78
50721,50721,1713,495,2004-07-01 14:20:28,78
50722,50722,495,741,2004-07-01 14:25:56,78
50724,50724,1656,1493,2004-07-01 14:31:19,78
50725,50725,1343,249,2004-07-01 14:32:59,78
50726,50726,1343,1113,2004-07-01 14:33:24,78
50728,50728,63,1520,2004-07-01 14:56:27,78
50729,50729,710,699,2004-07-01 14:57:27,78
50730,50730,1113,1343,2004-07-01 14:58:44,78
50732,50732,1079,27,2004-07-01 15:53:59,78
50733,50733,561,95,2004-07-01 15:56:43,78
50734,50734,249,61,2004-07-01 15:59:40,78
50735,50735,1387,557,2004-07-01 16:13:07,78
50736,50736,1387,1285,2004-07-01 16:14:07,78
50738,50738,1387,95,2004-07-01 16:16:46,78
50740,50740,525,557,2004-07-01 16:27:00,78
50741,50741,525,547,2004-07-01 16:30:31,78
50743,50743,547,525,2004-07-01 16:34:56,78
50744,50744,1111,1190,2004-07-01 16:35:23,78
50745,50745,1713,525,2004-07-01 16:35:28,78
50746,50746,1181,1667,2004-07-01 16:35:41,78
50747,50747,249,1343,2004-07-01 16:35:55,78
50748,50748,249,1489,2004-07-01 16:36:21,78
50749,50749,1713,1181,2004-07-01 16:37:35,78
50751,50751,525,1713,2004-07-01 16:39:42,78
50758,50758,1190,1111,2004-07-01 16:52:44,78
50759,50759,1295,431,2004-07-01 17:12:54,78
50760,50760,394,1190,2004-07-01 17:25:36,78
50764,50764,9,1731,2004-07-01 18:02:43,78
50765,50765,9,1343,2004-07-01 18:02:58,78
50766,50766,1290,1677,2004-07-01 18:07:33,78
50767,50767,431,1295,2004-07-01 18:10:04,78
50768,50768,1130,1713,2004-07-01 18:13:50,78
50769,50769,1713,1130,2004-07-01 18:17:45,78
50770,50770,711,642,2004-07-01 18:18:50,78
50771,50771,249,1644,2004-07-01 18:54:00,78
50772,50772,1713,1312,2004-07-01 18:59:23,78
50773,50773,249,1136,2004-07-01 18:59:43,78
50774,50774,249,819,2004-07-01 19:00:32,78
50775,50775,249,843,2004-07-01 19:01:50,78
50776,50776,1731,9,2004-07-01 19:06:02,78
50777,50777,249,852,2004-07-01 19:10:49,78
50778,50778,249,592,2004-07-01 19:11:38,78
50779,50779,852,249,2004-07-01 19:14:30,78
50781,50781,318,67,2004-07-01 19:23:18,78
50782,50782,249,475,2004-07-01 19:38:24,78
